CODIGO;DESCRIPCION;EXISTENCIA;PRECIO;EMPRESA
CADTIM-GN125DID;CADENA DE TIEMPO GN 125,PULSAR 180, DAKAR150 D.I.D;0.00 ;50.0000 ;SURJA
CADTIM-GY6125DID;CADENA DE TIEMPO GY6 D.I.D;0.00 ;50.0000 ;SURJA
CAD-TRAC520-120L;CADENA TRA.520H 120L;0.00 ;115.0000 ;SURJA
CAJA-ROL;CAJA SURTIDO DE ROLDANAS DE COBRE 110 PC;0.00 ;130.0000 ;SURJA
CAJ-ASP-TRIP;CAJA DE ASPERIMETROTRIP 110;0.00 ;30.0000 ;SURJA
CAJ-CLIP;CAJA DE CLIPS PARA TAPICERIA  240 PCS;0.00 ;200.0000 ;SURJA
CAJ-CLIPH418;CAJA DE CLIP PARA CARROCERIA HONDA 418;0.00 ;385.0000 ;SURJA
CAJ-CLIPT340;CAJA DE CLIP PARA CARROCERIA TOYOTA 340;0.00 ;385.0000 ;SURJA
CAJ-ORING-270PCS;CAJA SURTIDA DE O-RING VERDE 270PCS MEDIDA AMERICANA;0.00 ;70.0000 ;SURJA
CAJ-ORING-382;CAJA SURTIDA DE O-RING 382PCS MEDIDA AMERICANA;0.00 ;135.0000 ;SURJA
CAJ-ORING382-MIL;CAJA DE ORING 382 MILIMETTRICA;0.00 ;134.0000 ;SURJA
CAJ-ORING-419MM;CAJA SURTIDORA DE O-RING 419 PCS. MEDIDA MILIMETRICA;0.00 ;188.0000 ;SURJA
CAJ-PARC;CAJA DE PARCHES PARA MOTO (L) 24PCS;0.00 ;18.0000 ;SURJA
CAJ-PORT-15FUS;CAJA FUSIBLERA DE CARRO PARA 15 FUSIBLES;0.00 ;49.0000 ;SURJA
CAJ-RESOR;CAJA DE RESORTES SURTIDO 200 PCS;0.00 ;100.0000 ;SURJA
CAJ-ROL;CAJA SURTIDO DE ROLDANAS DE COBRE 280 PCS;0.00 ;230.0000 ;SURJA
CAJ-SURTGRAS;CAJA SURTIDO DE GRASERAS 70 PZS;0.00 ;130.0000 ;SURJA
CAJ-TARU;"CAJA DE TARUGOS 30 UNID. 8"" DE LARGO";0.00 ;60.0000 ;SURJA
CAJ-VEL-AX100;CAJA DE VELOCIDADES AX100;0.00 ;140.0000 ;SURJA
CAJ-VEL-CGL;CAJA DE VELOCIDADES CGL-125;0.00 ;200.0000 ;SURJA
CAJ-VEL-DAKAR;CAJA DE VELOCIDADES DAKAR;0.00 ;275.0000 ;SURJA
CAJ-VEL-GN;CAJA DE VELOCIDADES EN/GN;0.00 ;465.0000 ;SURJA
CAL-AG-R;CALCOMANIA AGUIA ROJA;0.00 ;20.0000 ;SURJA
CAL-AG-Z;CALCOMANIA AGUIA AZUL;0.00 ;20.0000 ;SURJA
CAL-CR;CALCOMANIA LLAMAS CROMADAS ROJA;0.00 ;10.0000 ;SURJA
CAL-CV;CALCOMANIA LLAMAS CROMADAS VERDE;0.00 ;10.0000 ;SURJA
CAL-CZ;CALCOMANIA LLAMAS CROMADAS AZUL;0.00 ;10.0000 ;SURJA
CAL-FFA;CALCOMANIA FANTASMA FUEGO AMARILLA;0.00 ;10.0000 ;SURJA
CAL-FFR;CALCOMANIA FANTASMA FUEGO ROJA;0.00 ;10.0000 ;SURJA
CAL-FFZ;CALCOMANIA FANTASMA FUEGO AZUL;0.00 ;10.0000 ;SURJA
CAL-FOX-1;CALCOMANIA FOX;0.00 ;15.0000 ;SURJA
CAL-FOX1-PEQ;CALCOMANIA FOX 1 PEQUEÑA;0.00 ;8.0000 ;SURJA
CAL-FOX-2;CALCOMANIA FOX;0.00 ;15.0000 ;SURJA
CAL-FOX-3;CALCOMANIA FOX;0.00 ;15.0000 ;SURJA
CAL-FOX-4;CALCOMANIA FOX;0.00 ;18.0000 ;SURJA
CAL-FOX-5Z;CALCOMANIA FOX AZUL;0.00 ;15.0000 ;SURJA
CAL-FOX-6R;CALCOMANIA FOX ROJA;0.00 ;15.0000 ;SURJA
CAL-G;CALCOMANIA GARRA;0.00 ;5.0000 ;SURJA
CAL-HR;CALCOMANIA HONDA ROJA;0.00 ;25.0000 ;SURJA
CAL-HRM;CALCOMANIA HONDA ROJO MEDIANA;0.00 ;15.0000 ;SURJA
CAL-HZ;CALCOMANIA HONDA AZUL;0.00 ;25.0000 ;SURJA
CAL-HZM;CALCOMANIA HONDA AZUL MEDIANA;0.00 ;15.0000 ;SURJA
CALI-PG-BES;CALIBRADOR AIRE GRANDE 150LBS CAMION BEST-VALUE;0.00 ;62.0000 ;SURJA
CALI-VAL;CALIBRADOR DE VALVULA (HOJAS);0.00 ;31.0000 ;SURJA
CAL-LLA;CALCOMANIA LLAMAS AMARILLA;0.00 ;18.0000 ;SURJA
CAL-LLAP;CALCOMANIA LLAMAS AMARILLA PEQ.;0.00 ;15.0000 ;SURJA
CAL-LLP;CALCOMANIA LLAMAS PLATA;0.00 ;18.0000 ;SURJA
CAL-LLPP;CALCOMANIA LLAMAS PLATA PEQ.;0.00 ;15.0000 ;SURJA
CAL-LLR;CALCOMANIA LLAMAS ROJO;0.00 ;18.0000 ;SURJA
CAL-LLRP;CALCOMANIA LLAMAS ROJO PEQ.;0.00 ;15.0000 ;SURJA
CAL-LLV;CALCOMANIA LLAMAS VERDES;0.00 ;18.0000 ;SURJA
CAL-LLVP;CALCOMANIA LLAMAS VERDE PEQ.;0.00 ;15.0000 ;SURJA
CAL-LLZ;CALCOMANIA LLAMAS AZUL;0.00 ;18.0000 ;SURJA
CAL-LLZP;CALCOMANIA LLAMAS AZUL PEQ.;0.00 ;15.0000 ;SURJA
CAL-MFB;CALCOMANIA MOUNSTER FONDO BLANCO;0.00 ;15.0000 ;SURJA
CAL-MLEV;CALCOMANIA LOGO MOUNSTER VERDE;0.00 ;12.0000 ;SURJA
CAL-MLP;CALCOMANIA MOUNSTER LETRA PLATA;0.00 ;7.0000 ;SURJA
CAL-MLR;CALCOMANIA MOUNSTER LETRA ROJA;0.00 ;7.0000 ;SURJA
CAL-MLV;CALCOMANIA MOUNSTER LETRA VERDE;0.00 ;7.0000 ;SURJA
CAL-MLZ;CALCOMANIA MOUNSTER LETRA AZUL;0.00 ;7.0000 ;SURJA
CAL-MM;CALCOMANIAS MULTIMARCAS;0.00 ;25.0000 ;SURJA
CAL-MMF;CALCOMANIA MULTIMARCAS,FOX;0.00 ;25.0000 ;SURJA
CAL-MV;CALCOMANIA MOUNSTER VERDE;0.00 ;25.0000 ;SURJA
CAL-MVM;CALCOMANIA MOUNSTER VERDE MEDIANA;0.00 ;16.0000 ;SURJA
CAL-PG;CALCOMANIA PAGETCOLOR´S;0.00 ;20.0000 ;SURJA
CAL-RACING;CALCOMANIA RACING MULTIMARCAS;0.00 ;25.0000 ;SURJA
CAL-RSR;CALCOMANIA ROKSTAR COLOR ROJO;0.00 ;25.0000 ;SURJA
CAL-RSZ;CALCOMANIA ROCKSTAR COLOR AZUL;0.00 ;15.0000 ;SURJA
CAL-SR;CALCOMANIA SUZUKI COLOR ROJA;0.00 ;25.0000 ;SURJA
CAL-SRM;CALCOMANIA SUZUKI ROJO MEDIANA;0.00 ;15.0000 ;SURJA
CAL-SZ;CALCOMANIA SUZUKI COLOR AZUL;0.00 ;25.0000 ;SURJA
CAL-SZM;CALCOMANIA SUZUKI AZUL MEDIANA;0.00 ;15.0000 ;SURJA
CAL-Y;CALCOMANIA YAMAHA;0.00 ;25.0000 ;SURJA
CAL-YZM;CALCOMANIA YAMAHA AZUL MEDIANA;0.00 ;15.0000 ;SURJA
CAM-EXPLO;CAMARA EXPLORADORA MULTIFUNCION;0.00 ;185.0000 ;SURJA
CANA-CLUCH/CG73D;CANASTA CLUTCH CG 73 DIENTES COMPLETA;0.00 ;205.0000 ;SURJA
CANA-CLUCH/CGL;CANASTA CLUTCH CGL COMPLETA;0.00 ;223.0000 ;SURJA
CANA-CLUT/YBR;CANASTA DE CLUTCH YBR;0.00 ;370.0000 ;SURJA
CANA-CLUTCH/GNEX;CANASTA DE CLUTCH GN EXTERIOR;0.00 ;130.0000 ;SURJA
CANA-CLUTCH/GNINT;CANASTA DE CLUTCH GN INTERIOR;0.00 ;117.0000 ;SURJA
CANA-CLUTCH/XR;CANASTA DE CLUTCH XR;0.00 ;270.0000 ;SURJA
CANG-NP10;"LLAVE CANGREJO DE 10""";0.00 ;45.0000 ;SURJA
CANG-R12;"LLAVE CANGREJO 12"" CON RACH";0.00 ;110.0000 ;SURJA
CANG-R8;"LLAVE CANGREJO 8"" CON RACH";0.00 ;70.0000 ;SURJA
CAN-PIS/AX100;CANASTA DE PISTON AX100;0.00 ;15.0000 ;SURJA
CAÑA-22R;CAÑA DE 22R;0.00 ;80.0000 ;SURJA
CAÑ-MAG;CAÑA PARA MANGO;0.00 ;4.0000 ;SURJA
CAP-AN;CAPUCHON DE AN;0.00 ;22.0000 ;SURJA
CAP-CGSPORT;CAPUCHON CG SPORT Y MOTOS DE VELOCIDADES;0.00 ;3.5000 ;SURJA
CAP-DISC;CAPUCHON DE DISCOVERI (BAJAJ LARGO);0.00 ;13.0000 ;SURJA
CAP-GY6;CAPUCHON PARA GY6 (TODAS LAS PASOLAS);0.00 ;4.5000 ;SURJA
CAP-NGK;CAPUCHON NGK DE CANDELA PARA MOTO;0.00 ;82.0000 ;SURJA
CAP-PUL180;CAPUCHON DE PULSAR 180 (BAJAJ CORTO);0.00 ;13.0000 ;SURJA
CARB-250Z;CARBURADOR 250Z ITALIK.E01010069;0.00 ;490.0000 ;SURJA
CARB-AN;CARBURADOR AN-125;0.00 ;435.0000 ;SURJA
CARB-APACHE160;CARBURADOR APACHE160;0.00 ;410.0000 ;SURJA
CARB-APACRTR180H;CARBURADOR TVS.APACHE RTR 180 HIBA;0.00 ;395.0000 ;SURJA
CARB-AX100;CARBURADOR AX100;0.00 ;150.0000 ;SURJA
CARB-BOXBM150;CARBURADOR BOXER BM150;0.00 ;245.0000 ;SURJA
CARB-C110;CARBURADOR C110,JL110;0.00 ;137.0000 ;SURJA
CARB-CGL;CARBURADOR PARA CGL,BROSS125,CG125,FREEDOM;0.00 ;130.0000 ;SURJA
CARB-CT100;CARBURADOR DE  CT100;0.00 ;150.0000 ;SURJA
CARB-DISCOV125;CARBURADOR DISCOVERI 125;0.00 ;400.0000 ;SURJA
CARB-DISCOV135;CARBURADOR DISCOVERI 135;0.00 ;225.0000 ;SURJA
CARB-FT150;CARBURADOR FT150;0.00 ;140.0000 ;SURJA
CARB-GN125;CARBURADOR GN125;0.00 ;275.0000 ;SURJA
CARB-GUI32MM;CARBURADOR DE GUILLOTINA 32MM 125CC;0.00 ;345.0000 ;SURJA
CARB-GY200;CARBURADOR GY200 CG200;0.00 ;145.0000 ;SURJA
CARB-GY6125;CARBURADOR PARA MOTO GY6 125;0.00 ;235.0000 ;SURJA
CARB-NAVI;CARBURADOR NAVI;0.00 ;249.0000 ;SURJA
CARB-NJ15;CARBURADOR NISSAN J15;0.00 ;895.0000 ;SURJA
CARB-PUL135;CARBURADOR PULSAR 135;0.00 ;500.0000 ;SURJA
CARB-PUL180;CARBURADOR PULSAR 180;0.00 ;275.0000 ;SURJA
CARB-PUL200NS;CARBURADOR PULSAR 200NS;0.00 ;460.0000 ;SURJA
CARB-T1000;CARBURADOR PARA TOY.1000;0.00 ;585.0000 ;SURJA
CARB-XL200;CARBURADOR CRF230,XL200;0.00 ;420.0000 ;SURJA
CARB-YBR125;CARBURADOR YBR 125;0.00 ;385.0000 ;SURJA
CARG-B;CARGADOR DE BATERIAS  Y ACCESORIOS;0.00 ;450.0000 ;SURJA
CARG-BAT-MOTO;CARGADOR Y REPERDOR DE BATERIA  DE MOTO;0.00 ;180.0000 ;SURJA
CARG-BC;CARGADOR DE BATERIAS CON COMPRESOR Y ACCESORIOS;0.00 ;750.0000 ;SURJA
CARG-BP;CARGADOR DE BATERIAS  Y ACCESORIOS. PEQUEÑO;0.00 ;450.0000 ;SURJA
CART-GRA;CARTON DE TAPONES DE VALVULA CON FIGURAS;0.00 ;150.0000 ;SURJA
CAS-RM;CASCOS PARA MOTO COLORES MATE;0.00 ;350.0000 ;SURJA
CAT-1041-22RN;CATARINA PARA 22R 1041 35222 NEXG.;0.00 ;1,600.0000 ;SURJA
CAT-1043N;CATARINA 10:43 PARA HICAE 26440;0.00 ;1,600.0000 ;SURJA
CAT-941-22RN;CATARINA PARA 22R 941 26051;0.00 ;1,500.0000 ;SURJA
CDI-AN;UNIDAD DE CDI PARA AN;0.00 ;145.0000 ;SURJA
CDI-BOXER;UNIDAD DE CDI BOXER,CT100;0.00 ;45.0000 ;SURJA
CDI-C110;CDI DE C110 CON 4 ESPIGAS;0.00 ;65.0000 ;SURJA
CDI-C110-5ES;CDI DE C110 CON 5 ESPIGAS;0.00 ;35.0000 ;SURJA
CDI-CGL;UNIDAD MDE CDI CGL125;0.00 ;29.0000 ;SURJA
CDI-EN;UNIDAD DE CDI EN-125,GN125;0.00 ;120.0000 ;SURJA
CDI-GIXXER;UNIDAD DE CDI PARA GIXXER;0.00 ;185.0000 ;SURJA
CDI-GY6;UNIDAD DE CDI GY6;0.00 ;33.0000 ;SURJA
CDI-NAVI;CDI NAVI 7LINEAS;0.00 ;160.0000 ;SURJA
CDI-VIVIO;UNIDAD DE CDI VIVIO/ELITE;0.00 ;88.0000 ;SURJA
CDI-XTZ;CDI DE YAMAH. XTZ;0.00 ;133.0000 ;SURJA
CDI-YBR;CDI YBR125;0.00 ;79.0000 ;SURJA
CEP-AP;CEPILLO DE ALAMBRE PLASTICO;0.00 ;18.0000 ;SURJA
CHAP-TAP-CGL;CHAPA DE TAPADERA LATERALES CGL;0.00 ;18.0000 ;SURJA
CHO-7C;CHORRITO PARABRISA CON LUZ 7 COLORES;0.00 ;18.0000 ;SURJA
CHO-B;CHORRITO PARABRISA CON LUZ CLARA;0.00 ;18.0000 ;SURJA
CHO-R;CHORRITO PARABRISA CON LUZ COLOR ROJO;0.00 ;18.0000 ;SURJA
CHO-V;CHORRITO PARABRISA CON LUZ COLOR VERDE;0.00 ;18.0000 ;SURJA
CHO-Z;CHORRITO PARABRISA CON LUZ COLOR AZUL;0.00 ;18.0000 ;SURJA
CIGU-GN;CIGUEÑAL DE GN;0.00 ;590.0000 ;SURJA
CIN-AIS9.15M;CINTA DE AISLAR NEGRA GRANDE 9.15M;0.00 ;4.5000 ;SURJA
CINC-120CM;CINCHO ELASTICO DE 120CM 2PCS;0.00 ;25.0000 ;SURJA
CINC-175CM;CINCHO ELASTICO DE 175CM 2PCS;0.00 ;25.0000 ;SURJA
CINC-BAT;CINCHO DE BATERIA;0.00 ;4.0000 ;SURJA
CINCH-B8;BOLSA DE CINHOS ELASTICOS  8 PZS TAMAÑOS DIFERENTES;0.00 ;60.0000 ;SURJA
CIN-MET5M;CINTA METRICA INGCO 5MT*1.9CM;0.00 ;23.0000 ;SURJA
CINREF-A/N;CINTA REFLECTIVA COLOR AMARILLO/NEGRO;2.00 ;400.0000 ;SURJA
CINREF-C;CINTA REFLECTIVA COLOR CROMADO;0.00 ;400.0000 ;SURJA
CINREF-R;CINTA REFLECTIVA  COLOR ROJO;0.00 ;400.0000 ;SURJA
CINREF-RC;CINTA REFLECTIVA COLOR ROJO/CROMADO;0.00 ;400.0000 ;SURJA
CLUCHSTAR-AN;CLUTCH STARTER AN;0.00 ;116.0000 ;SURJA
CLUCHSTAR-CD110;CLUTCH STARTER  CD110;0.00 ;77.0000 ;SURJA
CLUCHSTAR-CG;CLUTCH STARTER CG125/150,CGL;0.00 ;110.0000 ;SURJA
CLUCHSTAR-CG200;CLUTCH STARTER CG200 20 DADOS;0.00 ;170.0000 ;SURJA
CLUCHSTAR-GN;CLUTCH STARTER EN GNH;0.00 ;127.0000 ;SURJA
CLUCHSTAR-GY6;CLUTCH STARTER GY6;0.00 ;115.0000 ;SURJA
CLUCHSTAR-YBR;CLUTCH STARTER YBR;0.00 ;255.0000 ;SURJA
CM-AN125;BUSHING CARGADOR DE MOTOR AN;0.00 ;28.0000 ;SURJA
CM-GY6COR;BUSHING CARGADOR DE MOTOR GY6 CORTOS;0.00 ;14.0000 ;SURJA
CM-GY6LAR;BUSHING CARGADOR DE MOTOR GY6 LARGOS;0.00 ;14.0000 ;SURJA
COB-4BC;COMBO 4 BARRAS DE 12CM CON CONTROL;1.00 ;125.0000 ;SURJA
COBER-CAMALEON;COBERTOR PARA SILLON MOTO CAMALEONICO;0.00 ;30.0000 ;SURJA
COBER-COBNB;COBERTOR PARA MOTO COLOR NEGRO Y BLANCO;0.00 ;30.0000 ;SURJA
COBER-COBRAR/N/B;COBERTOR PARA SILLON COLOR R-N-B;0.00 ;30.0000 ;SURJA
COBER-COBRARN;COBERTOR PARA SILLON MOTO COBRA ROJO/NEGRO;0.00 ;30.0000 ;SURJA
COBER-COBRAZN;COBERTOR PARA SILLON MOTO COBRA AZUL/NEGRO;0.00 ;30.0000 ;SURJA
COBER-N;COBERTOR PARA SILLON MOTO NEGRO;0.00 ;25.0000 ;SURJA
COBER-N46;COBERTOR NEGRO # 46 MONSTER;0.00 ;36.0000 ;SURJA
COBER-NDUOS;COBERTOR NEGRO DOBLE;0.00 ;40.0000 ;SURJA
COBER-NXXXL;COBERTOR PARA SILLON MOTO NEGRO XXXL;0.00 ;27.0000 ;SURJA
COBER-R;COBERTOR PARA SILLON MOTO ROJO;0.00 ;25.0000 ;SURJA
COBER-Z;COBERTOR PARA SILLON MOTO AZUL;0.00 ;30.0000 ;SURJA
COBTIM-2945GY;COBERTOR DE TIMON GOOD YEAR;0.00 ;61.0000 ;SURJA
COBTIM-2946GY;COBERTOR DE TIMON GOOD YEAR;0.00 ;61.0000 ;SURJA
COBTIM-2947GY;COBERTOR DE TIMON GOOD YEAR;0.00 ;61.0000 ;SURJA
COBTIM-3433GY;COBERTOR DE TIMON GOOD YEAR #911-90143433;0.00 ;0.0000 ;SURJA
COBTIM-4735GY;COBERTOR  TIMON GOOD YEAR;0.00 ;55.0000 ;SURJA
COBTIM-4739GY;COBERTOR DE TIMON GOOD YEAR #911-90134739;0.00 ;0.0000 ;SURJA
COBTIM-4740GY;COBERTOR TIMON GOOD YEAR;0.00 ;55.0000 ;SURJA
COBTIM-4742GY;COBERTOR TIMON GOOD YEAR;0.00 ;55.0000 ;SURJA
COBTIM-5455GY;COBERTOR DE TIMON GOOD YEAR #911-90145455;0.00 ;0.0000 ;SURJA
COBTIM-5462GY;COBERTOR DE TIMON GOOD YEAR #911-90145462;0.00 ;0.0000 ;SURJA
COBTIM-5463GY;COBERTOR DE TIMON GOOD YEAR #911-90145463;0.00 ;0.0000 ;SURJA
COBTIM-80036GY;COBERTOR DE TIMON GOOD YEAR #911-80036;0.00 ;0.0000 ;SURJA
COBTIM-80071GY;COBERTOR DE TIMON GOOD YEAR #911-80071;0.00 ;0.0000 ;SURJA
COJ39240320;COJINETE DE BALINES 628/D8 DE CLUTCH CT100,PLATINA100,BOXER BM100 DMS;0.00 ;13.0000 ;SURJA
COJ39256220;COJINETE DE AGUJA 13*19*12 PULSAR135-LS,150,200NS,160NS,DISCOV100,125,150,DOMINAR400;0.00 ;12.0000 ;SURJA
COJ39266220;COJINETE DE AGUJA 15*21*12 DISCOV.125,135.;0.00 ;11.0000 ;SURJA
COJ-6001;COJINETE 6001;30.00 ;9.0000 ;SURJA
COJ-6001-ICBAN;COJINETE 6001 ICBAN;9.00 ;7.0000 ;SURJA
COJ-6002;COJINETE 6002;0.00 ;9.0000 ;SURJA
COJ-6003;COJINETE 6003;0.00 ;11.0000 ;SURJA
COJ-6004;COJINETE 6004;0.00 ;13.0000 ;SURJA
COJ-6004KOY;COJINETE 6004 KOY;0.00 ;21.0000 ;SURJA
COJ-6200;COJINETE 6200;30.00 ;9.0000 ;SURJA
COJ-6201;COJINETE 6201;8.00 ;11.0000 ;SURJA
COJ-6201-ICBAN;COJINETE 6201 ICBAN;0.00 ;7.0000 ;SURJA
COJ-6201KOY;COJINETE 6201 KOYO;0.00 ;20.0000 ;SURJA
COJ-6202;COJINETE 6202;0.00 ;9.0000 ;SURJA
COJ-6202KOY;COJINETE 6202 KOY;0.00 ;20.0000 ;SURJA
COJ-6203;COJINETE 6203;30.00 ;11.0000 ;SURJA
COJ-6203KOY;COJINETE 6203 KOY;0.00 ;21.0000 ;SURJA
COJ-6204;COJINETE 6204;0.00 ;14.0000 ;SURJA
COJ-6204KOY;COJINETE 6204 KOY;0.00 ;23.0000 ;SURJA
COJ-6300;COJINETE 6300;0.00 ;13.0000 ;SURJA
COJ-6301;COJINETE 6301;0.00 ;12.0000 ;SURJA
COJ-6301KOY;COJINETE 6301 KOY;0.00 ;21.0000 ;SURJA
COJ-6302;COJINETE 6302;0.00 ;17.0000 ;SURJA
COJ-6302-ICBAN;COJINETE 6302 ICBAN;0.00 ;18.0000 ;SURJA
COJ-6303;COJINETE 6303;0.00 ;15.0000 ;SURJA
COJ-6304;COJINETE 6304;0.00 ;13.0000 ;SURJA
COJ-AGC-CGL125;COJINETE AGUJA DE CARTER;0.00 ;15.0000 ;SURJA
COJCLUSTAR-CG200;COJINETE DE CLUTCH DE STARTER CG200;0.00 ;79.0000 ;SURJA
COLA-N-CGL125;COLA NEGRA CGL 125;0.00 ;133.0000 ;SURJA
COLA-R-CGL125;COLA ROJA CGL 125;0.00 ;133.0000 ;SURJA
COLA-Z-CGL125;COLA AZUL CGL 125;0.00 ;133.0000 ;SURJA
COLLAR-22R;COLLARIN PARA 22R;0.00 ;0.0000 ;SURJA
COMP-12V;COMPRESOR 12V;0.00 ;75.0000 ;SURJA
CONT-UNI-FLA;CONTROLADOR UNIVERSAL PARA FLASHEO;0.00 ;13.0000 ;SURJA
CONVERT-110A12;CONVERTIDOR DE VOLTAJE 110V A 12V;0.00 ;90.0000 ;SURJA
CONVERT-24A12;CONVERTIDOR DE VOLTAJE 24V A 12V;0.00 ;115.0000 ;SURJA
COPCAND-I21MM;LLAVE PARA  CANDELA IMANTADA 21MM RAIZ 1/2;0.00 ;14.0000 ;SURJA
COPIMPAC-21MMN;COPA DE IMPACTO R 3/4PULG. 21MM NEGRA;0.00 ;20.0000 ;SURJA
COPIMPAC-34MM N;COPA DE IMPACTO R 3/4PULG. 34MM NEGRO;0.00 ;20.0000 ;SURJA
CORT-CAB6;"PINZA CORTA CABLE 6"" EXTOL PRIMUM";0.00 ;25.0000 ;SURJA
CORT-CADTIEM;CORTA CADENA DE TIEMPO;0.00 ;65.0000 ;SURJA
CORTCA-TRAC;CORTA CADENA DE TRACCION 420-530;0.00 ;59.0000 ;SURJA
CRE-5014L;CREMALLERA V/CON ALETA RN55;0.00 ;68.0000 ;SURJA
CRE-5015L;CREMALLERA DE PUERATA 22R RN55 SIN ALETA IZQUIERDA;0.00 ;69.0000 ;SURJA
CRE-5015R;CREMALLERA DE PUERATA 22R RN55 SIN ALETA DERECHA;0.00 ;69.0000 ;SURJA
CRE-C/A-RN85DER;CREMALLERA TOY RN-85 DERECHA CON ALETA;0.00 ;69.0000 ;SURJA
CRE-C/A-RN85IZQ;CREMALLERA TOY RN-85 IZQUIERDA CON ALETA;0.00 ;69.0000 ;SURJA
CRE-HI06L;CREMALLERA  HI-ACE -06 IZQUIERDA;0.00 ;95.0000 ;SURJA
CRE-HI06R;CREMALLERA  HI-ACE -06 DERECHA;10.00 ;95.0000 ;SURJA
CRE-WR008L;CREMALLERA TOYOTA RN-85 IZQUIERDO SIN ALETA;0.00 ;69.0000 ;SURJA
CRE-WR008R;CREMALLERA TOYOTA RN-85 DERECHA SIN ALETA;0.00 ;69.0000 ;SURJA
CS-CG;CARBON STARTER CG;0.00 ;21.0000 ;SURJA
CS-GN;CARBON STARTER EN/GN COMPLETO;0.00 ;39.0000 ;SURJA
CS-GN/EN4;CARBON STARTER EN/GN 4 PCS;0.00 ;20.0000 ;SURJA
CS-GY6/COMP;CARBON STARTER GY6 COMPLETO;0.00 ;23.0000 ;SURJA
CS-GY6/XL;CARBON STARTER GY6 (XL);0.00 ;12.0000 ;SURJA
CS-XR;CARBON STARTER XR  (PAR);0.00 ;11.0000 ;SURJA
CS-YBR125;CARBON STARTER YBR (CARBONES);0.00 ;9.0000 ;SURJA
CS-YBR125/COMP;CARBON STARTER YBR 125 (COMPLETO);0.00 ;30.0000 ;SURJA
CU0761014;CUNA DE POSTE  YBR125 MODERNA;0.00 ;30.0000 ;SURJA
CU1432007;CUNA DE POSTE C/BALINERAS PULSAR 125,135-LS,180-UG4PATINA,DISCOVER 125;0.00 ;30.0000 ;SURJA
CUA-4LP;NEBLINERA CUADRADA DE 4 LED T/PESADA;0.00 ;0.0000 ;SURJA
CUCHIL-PLEG;CUCHILLA PLEGABLE EXTOL 180/105MM;0.00 ;33.0000 ;SURJA
CUER-5000KG;CUERDA REMOLQUE DE 5000KG;0.00 ;0.0000 ;SURJA
CUF800603307;CUNAS DE POSTE C/BALINERA PULSAR 220;0.00 ;85.0000 ;SURJA
CUL-AN;CULATA  AN125;0.00 ;1,150.0000 ;SURJA
CUL-C110;CULATA C110 COMPLETA;0.00 ;390.0000 ;SURJA
CUL-CRF230;CULATA DE CRF230;0.00 ;725.0000 ;SURJA
CUL-GN125;CULATA COMPLETA DE GN 125 H,F;0.00 ;1,450.0000 ;SURJA
CUL-GY6-125;CULATA GY6 125 COMPLETA;0.00 ;395.0000 ;SURJA
CUL-GY6-150;CULATA GY6 150 COMPLETA;0.00 ;400.0000 ;SURJA
CUL-NAVI;CULATA NAVI;0.00 ;850.0000 ;SURJA
CUL-YBR;CULATA YBR;0.00 ;1,150.0000 ;SURJA
CUNT-AN;CUNA DE TIMON AN;0.00 ;40.0000 ;SURJA
CUNT-AX100;CUNA DE TIMON AX100 AX4;0.00 ;33.0000 ;SURJA
CUNT-CG;CUNA DE TIMON CG-125/CGL-125;0.00 ;29.0000 ;SURJA
CUNT-CT100;CUNA DE TIMON BAJAJ CT100,BOXER150,PULSAR 135,180;0.00 ;27.0000 ;SURJA
CUNT-EN;CUNA DE TIMON GS/EN;0.00 ;35.0000 ;SURJA
CUNT-FZ;CUNA DE TIMON YAMH. FZ;0.00 ;75.0000 ;SURJA
CUNT-GN;CUNA DE TIMON GN-125;0.00 ;27.0000 ;SURJA
CUNT-GNF125;CUNA DE TIMON GNF125;0.00 ;33.0000 ;SURJA
CUNT-GNH;CUNA DE TIMON GNH;0.00 ;27.0000 ;SURJA
CUNT-GY6-125;CUNA DE TIMON GY6 125 CC;0.00 ;29.0000 ;SURJA
CUNT-GY6-150;CUNA DE TIMON GY6 150;0.00 ;29.0000 ;SURJA
CUNT-VIVIO;CUNA DE TIMON T9 VIVIO;0.00 ;27.0000 ;SURJA
CUNT-V-MEN;CUNA DE TIMON V-MEN;0.00 ;25.0000 ;SURJA
CUNT-XR150L;CUNA DE TIMON XR150L;0.00 ;60.0000 ;SURJA
CUNT-XTZ;CUNA DE TIMON YAMAH. XTZ;0.00 ;58.0000 ;SURJA
CUNT-YBR;CUNA DE TIMON YBR MOD. ,NAVI;0.00 ;35.0000 ;SURJA
CY-F03;NEBLINERA CUADRADA DE 6LED ALTA INTENCIDAD 11cm;0.00 ;60.0000 ;SURJA
DAM-AX4;DAMPER PARA AX-4,WAVE MODERNA;0.00 ;14.0000 ;SURJA
DAM-CGL125;DAMPER(HULES DE MASA) MOTO CGL Y YBR 125 JW;0.00 ;8.0000 ;SURJA
DAM-EN125;DAMPER(HULES DE MASA) MOTO EN 125 JW;0.00 ;13.0000 ;SURJA
DAM-INV;DAMPER  PARA INVICTA;0.00 ;17.0000 ;SURJA
DAMP-AX100;DAMPER DE AX-100;0.00 ;13.0000 ;SURJA
DAMP-GN;XXXXXXXXXXXXXXX;0.00 ;45.0000 ;SURJA
